Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Iceland,Snacks,Offline,L,2016-12-20,358594453,2/2/2017,4922,152.58,97.44,750998.76,479599.68,271399.08
Europe,Denmark,Snacks,Offline,C,2013-06-03,784397923,6/15/2013,9631,152.58,97.44,1469497.98,938444.64,531053.34
Europe,Cyprus,Meat,Offline,M,2017-06-09,111246287,7/2/2017,9103,421.89,364.69,3840464.67,3319773.07,520691.6
Europe,Poland,Vegetables,Online,L,2016-02-19,777018630,3/19/2016,5935,154.06,90.93,914346.1,539669.55,374676.55
Europe,Moldova ,Clothes,Offline,H,2013-09-01,601588857,9/10/2013,2366,109.28,35.84,258556.48,84797.44,173759.04
Europe,Russia,Vegetables,Offline,L,2014-03-17,249039304,5/1/2014,5119,154.06,90.93,788633.14,465470.67,323162.47
Europe,Denmark,Cereal,Online,C,2015-11-30,905947482,1/18/2016,8847,205.7,117.11,1819827.9,1036072.17,783755.73
Europe,Poland,Cosmetics,Offline,M,2016-07-20,284310567,9/2/2016,2670,437.2,263.33,1167324.0,703091.1,464232.9
Europe,Bosnia and Herzegovina,Vegetables,Offline,M,2012-02-06,942372310,2/19/2012,7763,154.06,90.93,1195967.78,705889.59,490078.19
Europe,Macedonia,Meat,Online,C,2015-03-16,604124295,4/2/2015,2659,421.89,364.69,1121805.51,969710.71,152094.8
Europe,Kosovo,Fruits,Online,C,2015-03-07,720229613,3/11/2015,803,9.33,6.92,7491.99,5556.76,1935.23
Europe,Austria,Personal Care,Online,M,2014-07-31,967258059,8/8/2014,2009,81.73,56.67,164195.57,113850.03,50345.54
Europe,Bosnia and Herzegovina,Fruits,Offline,L,2016-10-15,623821580,10/31/2016,1523,9.33,6.92,14209.59,10539.16,3670.43
Europe,Kosovo,Vegetables,Offline,M,2017-03-08,941061675,3/20/2017,9917,154.06,90.93,1527813.02,901752.81,626060.21
Europe,Moldova ,Meat,Online,M,2013-12-07,421456849,12/10/2013,7302,421.89,364.69,3080640.78,2662966.38,417674.4
Europe,Andorra,Cosmetics,Online,H,2012-04-10,291160714,5/26/2012,9780,437.2,263.33,4275816.0,2575367.4,1700448.6
Europe,Georgia,Fruits,Offline,M,2014-01-21,724085128,2/10/2014,1735,9.33,6.92,16187.55,12006.2,4181.35
Europe,Luxembourg,Vegetables,Online,M,2014-09-30,742569196,11/17/2014,1581,154.06,90.93,243568.86,143760.33,99808.53
Europe,Poland,Household,Online,M,2016-07-29,760346877,8/6/2016,2392,668.27,502.54,1598501.84,1202075.68,396426.16
Europe,Moldova ,Cosmetics,Online,M,2015-11-05,260630738,12/19/2015,5282,437.2,263.33,2309290.4,1390909.06,918381.34
Europe,Spain,Meat,Online,H,2013-04-02,462561166,5/2/2013,983,421.89,364.69,414717.87,358490.27,56227.6
Europe,Netherlands,Personal Care,Offline,H,2014-10-02,353475940,10/4/2014,240,81.73,56.67,19615.2,13600.8,6014.4
Europe,Armenia,Household,Online,L,2012-02-19,104165685,3/6/2012,3796,668.27,502.54,2536752.92,1907641.84,629111.08
Europe,Finland,Snacks,Offline,H,2013-03-10,918364179,4/11/2013,3223,152.58,97.44,491765.34,314049.12,177716.22
Europe,Cyprus,Personal Care,Online,M,2014-12-21,553107821,1/13/2015,5751,81.73,56.67,470029.23,325909.17,144120.06
Europe,San Marino,Cereal,Online,M,2014-05-08,591774117,5/30/2014,7967,205.7,117.11,1638811.9,933015.37,705796.53
Europe,Cyprus,Personal Care,Online,C,2015-06-02,627432048,6/23/2015,9941,81.73,56.67,812477.93,563356.47,249121.46
Europe,Germany,Meat,Offline,M,2017-01-14,615290009,1/18/2017,6842,421.89,364.69,2886571.38,2495208.98,391362.4
Europe,Italy,Beverages,Online,H,2015-08-13,897317206,9/1/2015,4957,47.45,31.79,235209.65,157583.03,77626.62
Europe,Montenegro,Personal Care,Offline,L,2016-11-14,594699656,12/30/2016,3699,81.73,56.67,302319.27,209622.33,92696.94
Europe,Ukraine,Cosmetics,Offline,M,2017-06-28,574925124,7/13/2017,1975,437.2,263.33,863470.0,520076.75,343393.25
Europe,Ukraine,Beverages,Offline,M,2015-03-19,946421372,3/21/2015,5971,47.45,31.79,283323.95,189818.09,93505.86
Europe,Armenia,Clothes,Offline,C,2017-02-21,885998284,2/28/2017,5436,109.28,35.84,594046.08,194826.24,399219.84
Europe,Hungary,Household,Offline,L,2016-07-17,954065883,9/1/2016,8151,668.27,502.54,5447068.77,4096203.54,1350865.23
Europe,Malta,Beverages,Online,M,2015-06-07,994406735,6/30/2015,5906,47.45,31.79,280239.7,187751.74,92487.96
Europe,Austria,Personal Care,Online,M,2017-07-09,132069671,7/20/2017,1205,81.73,56.67,98484.65,68287.35,30197.3
Europe,Belarus,Household,Online,M,2013-11-30,990455090,12/14/2013,6526,668.27,502.54,4361130.02,3279576.04,1081553.98
Europe,Norway,Cereal,Offline,C,2015-06-06,445952498,7/7/2015,6109,205.7,117.11,1256621.3,715424.99,541196.31
Europe,Estonia,Office Supplies,Offline,M,2016-04-26,628055179,5/13/2016,4339,651.21,524.96,2825600.19,2277801.44,547798.75
Europe,Ukraine,Clothes,Online,H,2015-03-11,823505389,3/30/2015,2400,109.28,35.84,262272.0,86016.0,176256.0
Europe,Cyprus,Fruits,Offline,C,2012-03-31,850279843,4/10/2012,5556,9.33,6.92,51837.48,38447.52,13389.96
Europe,Serbia,Cosmetics,Online,H,2012-03-25,350550401,4/22/2012,4508,437.2,263.33,1970897.6,1187091.64,783805.96
Europe,Georgia,Baby Food,Online,H,2013-07-14,168960559,8/19/2013,8039,255.28,159.42,2052195.92,1281577.38,770618.54
Europe,Albania,Beverages,Offline,M,2014-12-11,270358788,1/24/2015,4028,47.45,31.79,191128.6,128050.12,63078.48
Europe,Italy,Personal Care,Offline,M,2016-06-09,589842927,7/28/2016,6485,81.73,56.67,530019.05,367504.95,162514.1
Europe,Poland,Cereal,Offline,C,2014-02-10,655328738,3/22/2014,5191,205.7,117.11,1067788.7,607918.01,459870.69
Europe,Albania,Vegetables,Online,M,2014-08-07,406564366,8/25/2014,286,154.06,90.93,44061.16,26005.98,18055.18
Europe,Spain,Clothes,Online,H,2012-08-16,374848639,9/6/2012,4897,109.28,35.84,535144.16,175508.48,359635.68
Europe,Slovakia,Fruits,Offline,L,2012-08-14,393858420,8/29/2012,314,9.33,6.92,2929.62,2172.88,756.74
Europe,Malta,Beverages,Online,C,2013-10-21,435463559,10/27/2013,2199,47.45,31.79,104342.55,69906.21,34436.34
Europe,Sweden,Vegetables,Offline,C,2016-12-07,284403264,12/27/2016,101,154.06,90.93,15560.06,9183.93,6376.13
Europe,Switzerland,Vegetables,Online,C,2012-10-04,670274865,11/13/2012,8082,154.06,90.93,1245112.92,734896.26,510216.66
Europe,Luxembourg,Cosmetics,Offline,M,2015-01-30,380684268,2/23/2015,1789,437.2,263.33,782150.8,471097.37,311053.43
Europe,Romania,Personal Care,Offline,H,2014-09-30,264526593,10/7/2014,8152,81.73,56.67,666262.96,461973.84,204289.12
Europe,Ukraine,Personal Care,Offline,C,2017-04-17,485929429,5/19/2017,6171,81.73,56.67,504355.83,349710.57,154645.26
Europe,Serbia,Office Supplies,Offline,C,2014-08-24,209736573,9/24/2014,4568,651.21,524.96,2974727.28,2398017.28,576710.0
Europe,Belgium,Office Supplies,Offline,M,2016-01-05,233440434,2/17/2016,9067,651.21,524.96,5904521.07,4759812.32,1144708.75
Europe,Italy,Beverages,Offline,C,2013-07-27,981154048,8/9/2013,4141,47.45,31.79,196490.45,131642.39,64848.06
Europe,Germany,Personal Care,Online,L,2012-12-03,287917602,1/5/2013,71,81.73,56.67,5802.83,4023.57,1779.26
Europe,Cyprus,Snacks,Offline,L,2014-12-04,548343789,12/6/2014,5967,152.58,97.44,910444.86,581424.48,329020.38
Europe,Cyprus,Meat,Online,L,2016-03-02,498089492,3/22/2016,4604,421.89,364.69,1942381.56,1679032.76,263348.8
Europe,Moldova ,Snacks,Offline,C,2015-03-01,251907765,4/7/2015,3961,152.58,97.44,604369.38,385959.84,218409.54
Europe,Malta,Snacks,Online,L,2015-05-26,339999663,6/13/2015,2311,152.58,97.44,352612.38,225183.84,127428.54
Europe,Russia,Cereal,Offline,M,2012-06-29,958366000,8/3/2012,651,205.7,117.11,133910.7,76238.61,57672.09
Europe,Norway,Cereal,Online,M,2015-11-04,481114327,11/24/2015,1276,205.7,117.11,262473.2,149432.36,113040.84
Europe,Liechtenstein,Cereal,Offline,L,2014-10-16,194785726,11/13/2014,280,205.7,117.11,57596.0,32790.8,24805.2
Europe,Andorra,Beverages,Online,C,2016-04-24,443544518,4/28/2016,3534,47.45,31.79,167688.3,112345.86,55342.44
Europe,San Marino,Clothes,Online,H,2013-07-30,467138516,8/8/2013,5523,109.28,35.84,603553.44,197944.32,405609.12
Europe,Bosnia and Herzegovina,Vegetables,Online,H,2016-11-27,184708344,12/2/2016,8159,154.06,90.93,1256975.54,741897.87,515077.67
Europe,Bosnia and Herzegovina,Office Supplies,Offline,H,2015-10-19,640394628,11/7/2015,5856,651.21,524.96,3813485.76,3074165.76,739320.0
Europe,Andorra,Vegetables,Offline,L,2016-10-15,403337991,11/24/2016,5529,154.06,90.93,851797.74,502751.97,349045.77
Europe,Andorra,Vegetables,Online,C,2013-03-03,967679059,3/19/2013,6592,154.06,90.93,1015563.52,599410.56,416152.96
Europe,Macedonia,Snacks,Online,L,2017-07-11,125339686,7/24/2017,9653,152.58,97.44,1472854.74,940588.32,532266.42
Europe,Croatia,Personal Care,Offline,M,2013-03-29,396832883,3/31/2013,523,81.73,56.67,42744.79,29638.41,13106.38
Europe,Switzerland,Cosmetics,Offline,M,2014-03-18,209445178,4/20/2014,8337,437.2,263.33,3644936.4,2195382.21,1449554.19
Europe,Greece,Cereal,Online,H,2015-05-05,587598884,6/13/2015,2422,205.7,117.11,498205.4,283640.42,214564.98
Europe,Ireland,Personal Care,Online,C,2014-10-03,941524302,10/9/2014,6819,81.73,56.67,557316.87,386432.73,170884.14
Europe,Denmark,Cosmetics,Offline,M,2012-07-22,805974042,7/28/2012,4484,437.2,263.33,1960404.8,1180771.72,779633.08
Europe,Estonia,Beverages,Offline,L,2016-02-19,217859160,3/5/2016,8222,47.45,31.79,390133.9,261377.38,128756.52
Europe,Andorra,Vegetables,Offline,L,2013-12-15,727426946,2/3/2014,653,154.06,90.93,100601.18,59377.29,41223.89
Europe,Romania,Cereal,Online,H,2016-03-14,572634732,4/1/2016,4197,205.7,117.11,863322.9,491510.67,371812.23
Europe,Serbia,Vegetables,Online,C,2014-08-31,285343968,9/5/2014,8476,154.06,90.93,1305812.56,770722.68,535089.88
Europe,Slovenia,Vegetables,Offline,M,2013-04-21,886763894,5/27/2013,1997,154.06,90.93,307657.82,181587.21,126070.61
Europe,Moldova ,Beverages,Offline,C,2013-11-04,436606395,12/3/2013,389,47.45,31.79,18458.05,12366.31,6091.74
Europe,Belarus,Fruits,Online,C,2014-06-24,669353473,7/7/2014,5422,9.33,6.92,50587.26,37520.24,13067.02
Europe,Belgium,Cosmetics,Online,M,2015-09-29,147826898,11/5/2015,4119,437.2,263.33,1800826.8,1084656.27,716170.53
Europe,Russia,Personal Care,Online,M,2014-09-14,371814954,10/8/2014,7162,81.73,56.67,585350.26,405870.54,179479.72
Europe,Ireland,Fruits,Online,L,2016-09-19,548015487,10/9/2016,8815,9.33,6.92,82243.95,60999.8,21244.15
Europe,Slovakia,Snacks,Offline,C,2016-11-16,536095750,12/26/2016,1500,152.58,97.44,228870.0,146160.0,82710.0
Europe,Armenia,Household,Offline,L,2015-09-09,621577537,9/16/2015,7461,668.27,502.54,4985962.47,3749450.94,1236511.53
Europe,Bulgaria,Cosmetics,Offline,H,2017-05-06,826968657,6/15/2017,7258,437.2,263.33,3173197.6,1911249.14,1261948.46
Europe,Luxembourg,Household,Offline,C,2016-09-05,463591134,10/1/2016,5773,668.27,502.54,3857922.71,2901163.42,956759.29
Europe,Macedonia,Office Supplies,Offline,C,2015-12-17,696839892,1/2/2016,9264,651.21,524.96,6032809.44,4863229.44,1169580.0
Europe,Estonia,Beverages,Online,H,2016-02-29,650208079,3/19/2016,9875,47.45,31.79,468568.75,313926.25,154642.5
Europe,Ukraine,Office Supplies,Offline,M,2016-03-11,660481584,4/20/2016,33,651.21,524.96,21489.93,17323.68,4166.25
Europe,Kosovo,Office Supplies,Offline,H,2014-08-03,168487203,9/21/2014,7962,651.21,524.96,5184934.02,4179731.52,1005202.5
Europe,Slovakia,Baby Food,Offline,H,2012-05-30,891808593,6/11/2012,4835,255.28,159.42,1234278.8,770795.7,463483.1
Europe,San Marino,Fruits,Online,L,2017-07-10,765734040,8/4/2017,6574,9.33,6.92,61335.42,45492.08,15843.34
Europe,San Marino,Cereal,Offline,L,2012-05-18,125349128,6/6/2012,2447,205.7,117.11,503347.9,286568.17,216779.73
Europe,Netherlands,Vegetables,Offline,H,2017-03-12,688698422,4/1/2017,22,154.06,90.93,3389.32,2000.46,1388.86
Europe,Belgium,Cereal,Offline,L,2012-11-14,495450627,12/26/2012,3705,205.7,117.11,762118.5,433892.55,328225.95
Europe,Belarus,Personal Care,Online,M,2013-07-24,638856971,8/21/2013,829,81.73,56.67,67754.17,46979.43,20774.74
Europe,Slovakia,Vegetables,Offline,M,2016-06-01,936664998,7/5/2016,8843,154.06,90.93,1362352.58,804093.99,558258.59
Europe,Romania,Personal Care,Offline,L,2015-01-14,119935786,1/27/2015,519,81.73,56.67,42417.87,29411.73,13006.14
Europe,Norway,Fruits,Offline,L,2013-08-12,638937652,9/6/2013,4705,9.33,6.92,43897.65,32558.6,11339.05
Europe,France,Cereal,Offline,H,2016-02-26,449206340,4/3/2016,8993,205.7,117.11,1849860.1,1053170.23,796689.87
Europe,Belgium,Fruits,Online,M,2013-11-10,609939754,11/30/2013,3582,9.33,6.92,33420.06,24787.44,8632.62
Europe,Lithuania,Cereal,Offline,M,2014-02-06,907691991,3/9/2014,5086,205.7,117.11,1046190.2,595621.46,450568.74
Europe,Georgia,Fruits,Offline,C,2017-01-28,460693061,2/25/2017,8169,9.33,6.92,76216.77,56529.48,19687.29
Europe,Switzerland,Office Supplies,Offline,H,2013-04-05,424541604,5/17/2013,150,651.21,524.96,97681.5,78744.0,18937.5
Europe,Czech Republic,Household,Online,L,2014-08-25,571161448,9/30/2014,8220,668.27,502.54,5493179.4,4130878.8,1362300.6
Europe,Romania,Clothes,Online,H,2015-11-16,522323358,11/20/2015,5944,109.28,35.84,649560.32,213032.96,436527.36
Europe,Latvia,Vegetables,Offline,M,2016-10-05,486461150,11/13/2016,3519,154.06,90.93,542137.14,319982.67,222154.47
Europe,Slovenia,Cosmetics,Online,M,2017-01-24,949912965,3/6/2017,9210,437.2,263.33,4026612.0,2425269.3,1601342.7
Europe,France,Fruits,Online,L,2013-04-20,103499639,6/6/2013,6698,9.33,6.92,62492.34,46350.16,16142.18
Europe,Slovakia,Personal Care,Offline,C,2016-12-23,877687728,2/7/2017,6158,81.73,56.67,503293.34,348973.86,154319.48
Europe,Greece,Baby Food,Offline,H,2015-01-15,288073384,2/16/2015,6171,255.28,159.42,1575332.88,983780.82,591552.06
Europe,Latvia,Household,Online,H,2016-08-03,607756221,8/11/2016,7426,668.27,502.54,4962573.02,3731862.04,1230710.98
Europe,Liechtenstein,Household,Online,H,2017-02-13,291179597,2/20/2017,5368,668.27,502.54,3587273.36,2697634.72,889638.64
Europe,Greece,Household,Offline,C,2016-03-11,799848306,4/23/2016,1743,668.27,502.54,1164794.61,875927.22,288867.39
Europe,Sweden,Meat,Online,C,2015-01-18,437083184,2/19/2015,1482,421.89,364.69,625240.98,540470.58,84770.4
Europe,Macedonia,Vegetables,Offline,C,2017-07-10,759594142,7/12/2017,9641,154.06,90.93,1485292.46,876656.13,608636.33
Europe,Sweden,Snacks,Online,C,2013-06-01,971899354,6/1/2013,5471,152.58,97.44,834765.18,533094.24,301670.94
Europe,Iceland,Office Supplies,Offline,L,2012-01-18,239554154,2/13/2012,8253,651.21,524.96,5374436.13,4332494.88,1041941.25
Europe,United Kingdom,Cosmetics,Online,C,2017-05-05,887501180,6/20/2017,176,437.2,263.33,76947.2,46346.08,30601.12
Europe,Albania,Baby Food,Offline,L,2012-05-18,152191388,6/22/2012,5669,255.28,159.42,1447182.32,903751.98,543430.34
Europe,Croatia,Personal Care,Offline,C,2014-05-05,309655511,5/21/2014,2802,81.73,56.67,229007.46,158789.34,70218.12
Europe,Armenia,Snacks,Online,L,2017-06-16,951698243,7/3/2017,7514,152.58,97.44,1146486.12,732164.16,414321.96
Europe,Malta,Snacks,Online,L,2012-01-27,981808078,1/28/2012,7683,152.58,97.44,1172272.14,748631.52,423640.62
Europe,Cyprus,Cereal,Online,M,2013-03-27,833706796,4/3/2013,1223,205.7,117.11,251571.1,143225.53,108345.57
Europe,Sweden,Snacks,Offline,H,2012-10-27,507531726,11/11/2012,8771,152.58,97.44,1338279.18,854646.24,483632.94
Europe,Netherlands,Personal Care,Online,C,2012-03-10,544741475,3/25/2012,9963,81.73,56.67,814275.99,564603.21,249672.78
Europe,Germany,Baby Food,Offline,C,2014-11-01,523899209,11/16/2014,2273,255.28,159.42,580251.44,362361.66,217889.78
Europe,Romania,Cereal,Offline,C,2012-09-29,812632358,10/17/2012,4828,205.7,117.11,993119.6,565407.08,427712.52
Europe,Belarus,Cosmetics,Online,L,2014-10-17,231861150,11/1/2014,1722,437.2,263.33,752858.4,453454.26,299404.14
Europe,Germany,Office Supplies,Online,L,2013-09-11,368865811,10/16/2013,4445,651.21,524.96,2894628.45,2333447.2,561181.25
Europe,Denmark,Personal Care,Online,L,2016-02-04,478840672,2/9/2016,8451,81.73,56.67,690700.23,478918.17,211782.06
Europe,Poland,Beverages,Online,M,2013-08-22,742843854,9/4/2013,2859,47.45,31.79,135659.55,90887.61,44771.94
Europe,Serbia,Beverages,Offline,C,2012-12-23,308582627,2/9/2013,5312,47.45,31.79,252054.4,168868.48,83185.92
Europe,Slovakia,Cosmetics,Offline,H,2012-06-13,780899035,7/30/2012,4233,437.2,263.33,1850667.6,1114675.89,735991.71
Europe,Monaco,Meat,Offline,L,2013-07-15,177147090,8/17/2013,615,421.89,364.69,259462.35,224284.35,35178.0
Europe,Portugal,Office Supplies,Offline,C,2012-02-17,775849616,3/5/2012,9997,651.21,524.96,6510146.37,5248025.12,1262121.25
Europe,Macedonia,Meat,Online,C,2013-12-14,979200112,12/30/2013,5928,421.89,364.69,2500963.92,2161882.32,339081.6
Europe,Vatican City,Snacks,Offline,M,2014-10-18,429123675,11/11/2014,6086,152.58,97.44,928601.88,593019.84,335582.04
Europe,San Marino,Vegetables,Offline,L,2012-02-19,515771901,3/19/2012,7222,154.06,90.93,1112621.32,656696.46,455924.86
Europe,Ukraine,Cereal,Online,C,2012-08-07,626109397,9/15/2012,8539,205.7,117.11,1756472.3,1000002.29,756470.01
Europe,Czech Republic,Household,Offline,H,2012-12-05,574247491,12/17/2012,1448,668.27,502.54,967654.96,727677.92,239977.04
Europe,Russia,Snacks,Online,M,2013-01-05,941933286,2/8/2013,7846,152.58,97.44,1197142.68,764514.24,432628.44
Europe,Estonia,Cereal,Online,C,2013-10-14,220607459,10/17/2013,1504,205.7,117.11,309372.8,176133.44,133239.36
Europe,Macedonia,Clothes,Offline,H,2016-08-01,431432092,9/13/2016,9198,109.28,35.84,1005157.44,329656.32,675501.12
Europe,Austria,Cereal,Online,H,2015-12-24,323293578,2/2/2016,8609,205.7,117.11,1770871.3,1008199.99,762671.31
Europe,Estonia,Snacks,Online,L,2015-07-22,507040774,7/25/2015,3488,152.58,97.44,532199.04,339870.72,192328.32
Europe,Greece,Office Supplies,Offline,M,2013-04-02,516599738,5/9/2013,2197,651.21,524.96,1430708.37,1153337.12,277371.25
Europe,Belarus,Clothes,Online,H,2016-07-22,383611094,8/26/2016,7902,109.28,35.84,863530.56,283207.68,580322.88
Europe,San Marino,Baby Food,Offline,M,2016-06-03,412416303,6/11/2016,2004,255.28,159.42,511581.12,319477.68,192103.44
Europe,Croatia,Cosmetics,Offline,M,2012-02-15,364715468,2/19/2012,6267,437.2,263.33,2739932.4,1650289.11,1089643.29
Europe,Hungary,Fruits,Offline,H,2014-01-04,633992946,1/6/2014,1456,9.33,6.92,13584.48,10075.52,3508.96
Europe,Belarus,Vegetables,Online,C,2016-08-12,614054477,8/16/2016,1220,154.06,90.93,187953.2,110934.6,77018.6
Europe,Albania,Clothes,Offline,C,2016-01-16,357930982,3/5/2016,8586,109.28,35.84,938278.08,307722.24,630555.84
Europe,Russia,Office Supplies,Offline,M,2013-03-15,586812674,3/31/2013,9766,651.21,524.96,6359716.86,5126759.36,1232957.5
Europe,Sweden,Fruits,Online,L,2016-04-11,311221492,5/7/2016,6210,9.33,6.92,57939.3,42973.2,14966.1
Europe,Sweden,Snacks,Online,M,2012-05-28,274989354,7/10/2012,4316,152.58,97.44,658535.28,420551.04,237984.24
Europe,Cyprus,Office Supplies,Offline,L,2013-05-08,897785842,5/12/2013,3636,651.21,524.96,2367799.56,1908754.56,459045.0
Europe,Romania,Meat,Online,H,2017-05-22,929812705,5/25/2017,1097,421.89,364.69,462813.33,400064.93,62748.4
Europe,Ukraine,Cosmetics,Online,H,2012-01-29,202047002,3/6/2012,9053,437.2,263.33,3957971.6,2383926.49,1574045.11
Europe,Moldova ,Beverages,Offline,H,2013-06-17,243226420,7/3/2013,4958,47.45,31.79,235257.1,157614.82,77642.28
Europe,United Kingdom,Clothes,Online,M,2016-11-13,249765861,11/24/2016,123,109.28,35.84,13441.44,4408.32,9033.12
Europe,Romania,Beverages,Online,H,2016-05-31,253055322,6/12/2016,3548,47.45,31.79,168352.6,112790.92,55561.68
Europe,Montenegro,Beverages,Offline,C,2016-08-06,243340575,9/4/2016,8739,47.45,31.79,414665.55,277812.81,136852.74
Europe,Czech Republic,Household,Offline,H,2014-11-06,988599860,12/11/2014,7522,668.27,502.54,5026726.94,3780105.88,1246621.06
Europe,Serbia,Cereal,Offline,C,2016-08-11,100983083,8/11/2016,1993,205.7,117.11,409960.1,233400.23,176559.87
Europe,Latvia,Personal Care,Offline,L,2012-09-13,936411798,9/17/2012,3915,81.73,56.67,319972.95,221863.05,98109.9
Europe,Bosnia and Herzegovina,Household,Offline,M,2015-06-22,261640536,8/1/2015,4104,668.27,502.54,2742580.08,2062424.16,680155.92
Europe,Finland,Baby Food,Offline,L,2017-04-21,564173543,4/26/2017,343,255.28,159.42,87561.04,54681.06,32879.98
Europe,France,Office Supplies,Offline,M,2013-11-04,428419864,12/5/2013,7813,651.21,524.96,5087903.73,4101512.48,986391.25
Europe,Lithuania,Personal Care,Online,H,2015-05-13,120419871,6/26/2015,3771,81.73,56.67,308203.83,213702.57,94501.26
Europe,Italy,Clothes,Offline,M,2012-09-11,602301251,9/27/2012,3180,109.28,35.84,347510.4,113971.2,233539.2
Europe,Denmark,Baby Food,Online,M,2012-12-09,471484124,1/24/2013,1485,255.28,159.42,379090.8,236738.7,142352.1
Europe,Hungary,Snacks,Offline,M,2017-02-01,291611325,2/10/2017,3126,152.58,97.44,476965.08,304597.44,172367.64
Europe,Slovenia,Vegetables,Offline,M,2013-02-10,691383635,3/19/2013,4637,154.06,90.93,714376.22,421642.41,292733.81
Europe,Kosovo,Snacks,Online,H,2013-02-05,783913838,3/9/2013,6380,152.58,97.44,973460.4,621667.2,351793.2
Europe,Macedonia,Clothes,Online,C,2013-03-14,799109733,4/29/2013,3183,109.28,35.84,347838.24,114078.72,233759.52
Europe,Denmark,Beverages,Online,L,2016-11-21,223199975,1/4/2017,8687,47.45,31.79,412198.15,276159.73,136038.42
Europe,Georgia,Cereal,Offline,H,2016-11-30,391849982,12/11/2016,5972,205.7,117.11,1228440.4,699380.92,529059.48
Europe,Croatia,Clothes,Online,H,2014-01-13,906508815,1/23/2014,4958,109.28,35.84,541810.24,177694.72,364115.52
Europe,Greece,Cereal,Offline,M,2013-10-10,524844634,10/13/2013,2045,205.7,117.11,420656.5,239489.95,181166.55
Europe,Iceland,Fruits,Online,H,2014-10-21,640476596,10/24/2014,112,9.33,6.92,1044.96,775.04,269.92
Europe,Ukraine,Meat,Online,M,2012-08-20,733636796,9/15/2012,8286,421.89,364.69,3495780.54,3021821.34,473959.2
Europe,Bosnia and Herzegovina,Snacks,Online,L,2012-12-24,183778369,1/7/2013,2958,152.58,97.44,451331.64,288227.52,163104.12
Europe,Luxembourg,Snacks,Offline,M,2017-04-22,594991052,6/6/2017,9929,152.58,97.44,1514966.82,967481.76,547485.06
Europe,Albania,Office Supplies,Online,H,2015-07-13,246922719,7/29/2015,8775,651.21,524.96,5714367.75,4606524.0,1107843.75
Europe,Slovakia,Snacks,Offline,L,2013-10-10,315066277,11/28/2013,3968,152.58,97.44,605437.44,386641.92,218795.52
Europe,Luxembourg,Cereal,Online,M,2012-12-18,733648812,12/24/2012,1842,205.7,117.11,378899.4,215716.62,163182.78
Europe,Kosovo,Office Supplies,Online,C,2015-02-16,580782210,2/20/2015,5217,651.21,524.96,3397362.57,2738716.32,658646.25
Europe,Poland,Baby Food,Offline,H,2016-02-20,645956456,4/8/2016,1725,255.28,159.42,440358.0,274999.5,165358.5
Europe,Andorra,Meat,Online,L,2015-02-26,212903726,2/26/2015,1798,421.89,364.69,758558.22,655712.62,102845.6
Europe,Finland,Vegetables,Online,C,2017-06-21,680325210,7/23/2017,2203,154.06,90.93,339394.18,200318.79,139075.39
Europe,Slovenia,Fruits,Offline,L,2016-05-28,295168149,7/16/2016,5669,9.33,6.92,52891.77,39229.48,13662.29
Europe,Greece,Meat,Offline,C,2016-09-12,645111024,9/26/2016,1543,421.89,364.69,650976.27,562716.67,88259.6
Europe,Switzerland,Baby Food,Offline,M,2014-08-11,850562655,9/25/2014,9246,255.28,159.42,2360318.88,1473997.32,886321.56
Europe,Ireland,Personal Care,Offline,L,2014-01-05,702357947,2/4/2014,2179,81.73,56.67,178089.67,123483.93,54605.74
Europe,Montenegro,Clothes,Online,L,2017-05-13,102230632,6/13/2017,1171,109.28,35.84,127966.88,41968.64,85998.24
Europe,Andorra,Beverages,Online,H,2012-11-25,378873240,11/28/2012,5866,47.45,31.79,278341.7,186480.14,91861.56
Europe,Czech Republic,Cereal,Online,C,2014-08-02,118659913,8/17/2014,2960,205.7,117.11,608872.0,346645.6,262226.4
Europe,San Marino,Baby Food,Online,L,2012-10-18,667324435,10/31/2012,4985,255.28,159.42,1272570.8,794708.7,477862.1
Europe,Monaco,Beverages,Online,H,2013-03-14,757468974,3/23/2013,757,47.45,31.79,35919.65,24065.03,11854.62
Europe,Belgium,Meat,Online,H,2015-09-23,512714612,10/9/2015,2502,421.89,364.69,1055568.78,912454.38,143114.4
Europe,Kosovo,Vegetables,Online,H,2014-11-07,491547477,11/7/2014,8676,154.06,90.93,1336624.56,788908.68,547715.88
Europe,Bulgaria,Fruits,Offline,C,2013-10-08,911891257,11/1/2013,7742,9.33,6.92,72232.86,53574.64,18658.22
Europe,Russia,Snacks,Offline,L,2015-11-29,214033257,12/3/2015,6052,152.58,97.44,923414.16,589706.88,333707.28
Europe,Ukraine,Cereal,Online,H,2015-12-14,504024684,1/14/2016,959,205.7,117.11,197266.3,112308.49,84957.81
Europe,Lithuania,Vegetables,Online,L,2016-07-17,386601865,7/26/2016,2938,154.06,90.93,452628.28,267152.34,185475.94
Europe,Belgium,Fruits,Online,C,2015-07-24,309188163,8/12/2015,4503,9.33,6.92,42012.99,31160.76,10852.23
Europe,Kosovo,Office Supplies,Offline,M,2012-08-01,760280358,8/21/2012,2708,651.21,524.96,1763476.68,1421591.68,341885.0
